Unnamed: 0,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
5520,Samurai Shodown IV: Amakusa's Revenge,https://www.imdb.com/title/tt0374193/?ref_=adv_li_tt,1996.0,,7.9,53.0,Fourth entry in the 'Samurai Showdown' fighting series.,True,False,False,False,False,False,False,False,False
5522,Joust 2: Survival of the Fittest,https://www.imdb.com/title/tt0314234/?ref_=adv_li_tt,1986.0,Unrated,6.8,28.0,Add a Plot,True,False,False,False,False,True,False,False,False
5525,Fighter's History,https://www.imdb.com/title/tt0359267/?ref_=adv_li_tt,1993.0,Unrated,6.0,34.0,Add a Plot,True,False,False,False,False,False,False,False,False
5527,Shadow Dancer: The Secret of Shinobi,https://www.imdb.com/title/tt0455754/?ref_=adv_li_tt,1990.0,,7.2,80.0,A young ninja and his dog take on the thugs of the Neo-Zeed Corporation and their boss the Union Lizard.,True,True,False,False,False,True,False,False,False
5528,PowerUp Heroes,https://www.imdb.com/title/tt2128691/?ref_=adv_li_tt,2011.0,E10+,7.2,7.0,Add a Plot,True,True,False,False,False,True,False,False,False
5529,Rocket Knight Adventures,https://www.imdb.com/title/tt2462776/?ref_=adv_li_tt,1993.0,,8.3,44.0,"A steampunk-ish adventure starring Sparkster, an Opossum Knight with a jet-pack.",True,True,False,False,False,True,False,False,False
5530,Chrome SpecForce,https://www.imdb.com/title/tt1337279/?ref_=adv_li_tt,2005.0,,6.6,12.0,Add a Plot,True,True,False,False,False,False,False,True,False
5531,Wargames,https://www.imdb.com/title/tt0462602/?ref_=adv_li_tt,1998.0,,7.2,31.0,"Wargames is a movie licensed Real Time strategy game comparable to the likes of Command & Conquer. The game is based on the 1980 movie of the same name, about a computer trying to take over... See full summary »",True,False,False,False,False,False,False,False,False
5533,Kirby's Dream Land 2,https://www.imdb.com/title/tt0298953/?ref_=adv_li_tt,1995.0,K-A,7.4,152.0,The evil Dark Matter has control over King Dedede and plans to turn Dream Land into a dark world. Kirby's goal is to get the fabled rainbow sword and defeat him.,True,True,False,False,True,False,False,False,False
5534,Vampire Hunter 2: Darkstalkers' Revenge,https://www.imdb.com/title/tt18561486/?ref_=adv_li_tt,1997.0,,8.0,27.0,An updated version of the original (known as Night Warriors: Darkstalker's Revenge in the west) which adapts the gameplay features of Vampire Savior (Darkstalkers 3),True,False,False,False,False,False,False,False,False
5536,3D Dot Game Heroes,https://www.imdb.com/title/tt1663305/?ref_=adv_li_tt,2009.0,E10+,7.3,29.0,Add a Plot,True,False,False,False,True,True,False,False,False
5537,Super Mario Bros. Special,https://www.imdb.com/title/tt3417312/?ref_=adv_li_tt,1986.0,,6.0,22.0,Add a Plot,True,True,False,False,False,False,False,False,False
5539,Invizimals,https://www.imdb.com/title/tt3042202/?ref_=adv_li_tt,2009.0,,7.2,15.0,Add a Plot,True,False,False,False,False,False,False,False,False
5540,Chinese Hero,https://www.imdb.com/title/tt2271261/?ref_=adv_li_tt,1984.0,,4.0,10.0,Add a Plot,True,False,False,False,False,False,False,False,False
5541,Azure Striker Gunvolt,https://www.imdb.com/title/tt9654352/?ref_=adv_li_tt,2014.0,T,7.2,21.0,"A 2D action game featuring a young man with the power of lightning who stands for freedom against the evil ambitions of a massive organization, When lightning strikes, A new legend is born.",True,True,False,False,False,False,False,True,False
5543,Final Fantasy Tactics Advance,https://www.imdb.com/title/tt0387222/?ref_=adv_li_tt,2003.0,E,7.6,328.0,A young boy searches for a way to return to his normal life when his small town is transformed into a world of fantasy.,True,True,False,False,True,False,False,False,False
5544,Eastward,https://www.imdb.com/title/tt7263222/?ref_=adv_li_tt,2021.0,T,8.1,21.0,"Welcome to the charming world of Eastward, Population declining, Journey through a society on the brink of collapse, Discover delightful towns, strange creatures and even stranger people and go on an adventure into the unknown..",True,True,True,False,False,False,False,False,False
5545,Solatorobo: Red the Hunter,https://www.imdb.com/title/tt1639411/?ref_=adv_li_tt,2010.0,E10+,8.1,9.0,"Prepare to reach new heights among islands in the sky in adventure game Solatorobo Red the Hunter, exclusively for the Nintendo DS family of portable systems.",True,True,False,False,False,True,False,False,False
5548,Yuppie Psycho,https://www.imdb.com/title/tt17065186/?ref_=adv_li_tt,2019.0,M,8.3,7.0,"Join Brian Pasternack on his first working day at Sintracorp. Uncertain and unprepared, Will Brian have what it takes to shine in Sintracorp? It all depends on how he performs on his first assignment.. and whether he survives it.",True,True,False,False,False,False,False,False,False
5550,War in Middle Earth,https://www.imdb.com/title/tt0406330/?ref_=adv_li_tt,1988.0,,8.3,24.0,Add a Plot,True,False,False,False,False,False,False,False,False
5551,Record of Lodoss War: Deedlit in Wonder Labyrinth,https://www.imdb.com/title/tt11839496/?ref_=adv_li_tt,2020.0,,7.4,13.0,"Deedlit awakens suddenly in a mysterious, unknown place. Where am I? Why am I here? With nobody around to respond, her questions are met with only silence. Seeking answers, Deed eventually sets off on foot, alone.",True,True,False,False,False,True,False,False,False
5553,Jersey Devil,https://www.imdb.com/title/tt1522144/?ref_=adv_li_tt,1998.0,E,7.1,30.0,"The evil Dr. Knarf's army of mutant plants and vegetables have run amok through Jersey City. Only the one, true, mysterious and legendary costumed hero called Jersey Devil can possibly help.",True,True,False,False,False,False,False,False,False
5556,Mothergunship,https://www.imdb.com/title/tt8632852/?ref_=adv_li_tt,2018.0,,5.2,15.0,Add a Plot,True,False,False,False,False,False,False,False,False
5557,Jagged Alliance: Deadly Games,https://www.imdb.com/title/tt0246712/?ref_=adv_li_tt,1996.0,,8.3,68.0,Add a Plot,True,False,False,False,False,False,False,False,False
5558,Hour of Victory,https://www.imdb.com/title/tt6151898/?ref_=adv_li_tt,2007.0,,3.5,25.0,"Hour of Victory allows you to play a key role in the pivotal and cinematic battles from the European and North African theaters of World War II, using the skills and gameplay style you ... See full summary »",True,False,False,False,False,False,False,False,False
5559,Ikari Warriors,https://www.imdb.com/title/tt0186231/?ref_=adv_li_tt,1986.0,Not Rated,6.1,108.0,Play as Ralf Jones and Clark Steel and battle through hordes of enemies to reach the jungle village of Ikari.,True,True,False,False,False,False,False,False,False
5560,Savage Skies,https://www.imdb.com/title/tt0455742/?ref_=adv_li_tt,2002.0,M,7.7,8.0,Add a Plot,True,False,False,False,False,True,False,False,False
5561,Crusader: No Remorse,https://www.imdb.com/title/tt0148030/?ref_=adv_li_tt,1995.0,T,8.1,88.0,"As a Silencer, one of the elite enforcers of the World Economic Consortium, you're supposed to be incorruptible. But if the system you serve is utterly corrupt, where does that leave you? ... See full summary »",True,False,False,False,False,False,False,True,False
5562,Mario Party: The Top 100,https://www.imdb.com/title/tt7976578/?ref_=adv_li_tt,2017.0,E,5.3,56.0,A Showcase of the Top 100 Minigames from Mario Party 1-10.,True,True,False,False,True,False,False,False,False
5563,Power Stone,https://www.imdb.com/title/tt0369840/?ref_=adv_li_tt,1999.0,,7.6,66.0,"Set in the 19th century, strong believers of legends, myths and superstition search for fame, fortune and glory. One legend above all is sought after by many, a treasure which can make any ... See full summary »",True,False,False,False,False,False,False,False,False
5564,Nerf: Legends,https://www.imdb.com/title/tt16288848/?ref_=adv_li_tt,2021.0,,7.8,5.0,Add a Plot,True,False,False,False,False,False,False,False,False
5565,Shank,https://www.imdb.com/title/tt2231507/?ref_=adv_li_tt,2010.0,M,7.0,134.0,It follows the character Shank from his time as a hitman in the mob through his revenge on the same mob for the murder of his girlfriend Eva.,True,False,False,True,False,False,False,False,False
5566,Super Chick Sisters,https://www.imdb.com/title/tt6863936/?ref_=adv_li_tt,2007.0,,4.4,7.0,"A parody of Super Mario Bros. Two young chick sisters, Nugget and Chickette, set out to rescue vegan actress Pamela Anderson, who has been kidnapped by Colonel Sanders, the evil founder of ... See full summary »",True,True,True,False,False,False,False,False,False
5568,WCW/NWO Thunder,https://www.imdb.com/title/tt0290920/?ref_=adv_li_tt,1998.0,E,5.6,63.0,Add a Plot,True,False,False,False,False,False,False,False,False
5570,Rambo III,https://www.imdb.com/title/tt2325540/?ref_=adv_li_tt,1989.0,,6.2,41.0,Add a Plot,True,True,False,False,False,False,False,False,False
5572,Loop Hero,https://www.imdb.com/title/tt14355870/?ref_=adv_li_tt,2021.0,E10+,6.5,45.0,"The Lich has thrown the world into a timeless loop and plunged its inhabitants into never ending chaos, Now It's up to our brave hero to save the world from this Neverending time loop.",True,True,False,False,False,True,False,False,False
5574,Downhill Jam,https://www.imdb.com/title/tt0997052/?ref_=adv_li_tt,2006.0,T,7.3,45.0,Add a Plot,True,True,True,False,False,False,False,False,False
5575,Auto Modellista,https://www.imdb.com/title/tt5496248/?ref_=adv_li_tt,2003.0,,6.1,12.0,Add a Plot,True,False,False,False,False,False,False,False,False
5576,Grind Session,https://www.imdb.com/title/tt0270977/?ref_=adv_li_tt,2000.0,E,8.2,16.0,"A copycat of the Tony Hawk video games, skaters compete through a series of levels to achive their score.",True,False,False,False,True,False,False,False,False
5577,Crash Time II,https://www.imdb.com/title/tt1332476/?ref_=adv_li_tt,2008.0,,6.7,15.0,Add a Plot,True,False,False,False,False,False,False,False,False
5578,Carmageddon 3: TDR 2000,https://www.imdb.com/title/tt0852630/?ref_=adv_li_tt,2000.0,,7.0,102.0,"The world's most controversial racing game where you can destroy the cars that chase you, and run down pedestrians in the process returns with incredible graphics, fantastic game play and even more outrageous fun.",True,False,False,False,False,False,False,True,False
5579,Shinobi,https://www.imdb.com/title/tt0326633/?ref_=adv_li_tt,1987.0,Unrated,7.5,184.0,"The Ninja children of the Iga clan were kidnapped by Zeed, a syndication of evil Ninjas and outlaws. Joe Musashi, a master of Ninjutsu amd other martial arts must penetrate single-handedly ... See full summary »",True,False,False,False,False,True,False,False,False
5581,X-Men: Mutant Apocalypse,https://www.imdb.com/title/tt8254326/?ref_=adv_li_tt,1994.0,,7.5,37.0,"You play as Cyclops, Wolverine, Beast, Gambit, or Psylocke as you rescue captured mutants on the island of Genosha from the evil mutant Apocalypse.",True,True,False,False,False,True,False,False,False
5582,Ape Escape: Pumped & Primed,https://www.imdb.com/title/tt0839832/?ref_=adv_li_tt,2004.0,T,6.7,15.0,"A Virtual world tournament is held and Spike and the gang are invited. However, the monkeys from his past have also decided to join the tournament too only as rivals. Who will win the tournament?",True,False,False,False,False,True,False,False,False
5583,Bouncers,https://www.imdb.com/title/tt0402072/?ref_=adv_li_tt,1994.0,K-A,8.4,8.0,"Arcade basketball game where YOU are the ball, You can't jump high enough on your own to go through the hoop, so you must bounce off other players.",True,True,False,False,False,False,False,False,False
5584,Asphalt Xtreme,https://www.imdb.com/title/tt10822738/?ref_=adv_li_tt,2016.0,E,7.0,10.0,Break free from the ordinary and enter uncharted territory with Asphalt Xtreme: Rally Racing.,True,True,False,False,False,False,False,False,False
5585,Keep Talking and Nobody Explodes,https://www.imdb.com/title/tt10140656/?ref_=adv_li_tt,2015.0,E,7.4,47.0,"Find yourself trapped alone in a room with a ticking time bomb, Your friends have the manual to defuse it, but they can't see the bomb, so you're going to have to talk it out, fast.",True,True,False,False,False,False,False,False,True
5586,Atlas,https://www.imdb.com/title/tt9469278/?ref_=adv_li_tt,2018.0,,2.7,114.0,A pirate themed open world survival MMO.,True,True,False,False,False,True,False,False,False
5587,The Ren & Stimpy Show: Buckeroo$!,https://www.imdb.com/title/tt5754606/?ref_=adv_li_tt,1993.0,K-A,3.1,13.0,Add a Plot,True,True,True,False,False,False,False,False,False
5589,Neon Genesis Evangelion: Battle Orchestra,https://www.imdb.com/title/tt6572948/?ref_=adv_li_tt,2007.0,,5.2,11.0,Add a Plot,True,True,False,False,False,False,False,False,False
5591,Bloodstained: Curse of the Moon,https://www.imdb.com/title/tt8457914/?ref_=adv_li_tt,2018.0,T,7.3,84.0,Battle with swords and whips in this retro-style action game brought to you by game creator Koji Igarashi and Inti Creates.,True,True,False,False,False,True,False,False,False
5592,PlanetSide,https://www.imdb.com/title/tt0387497/?ref_=adv_li_tt,2003.0,T,8.0,31.0,Add a Plot,True,False,False,False,False,False,False,True,False
5594,NeoGeo Battle Coliseum,https://www.imdb.com/title/tt0438276/?ref_=adv_li_tt,2005.0,,7.9,31.0,Add a Plot,True,True,False,False,False,False,False,False,False
5595,Valfaris,https://www.imdb.com/title/tt14611522/?ref_=adv_li_tt,2018.0,M,7.9,15.0,"Set in a far corner of space, Valfaris is a heavy metal infused 2D action-platformer, Brutal combat, Deadly enemies, Stunning pixel art, Savage soundtrack, Get ready to rip the galaxy a new wormhole.",True,True,False,False,False,True,False,False,False
5596,The Punisher,https://www.imdb.com/title/tt0462495/?ref_=adv_li_tt,1993.0,,8.3,161.0,Side-scrolling beat-'em-up featuring Frank Castle and Nick Fury.,True,True,False,False,False,False,False,False,True
5597,Midnight Resistance,https://www.imdb.com/title/tt0489229/?ref_=adv_li_tt,1989.0,Not Rated,7.8,63.0,"Join the resistance fighters against the awesome powers of King Crimson, a manic scientist, and his Crimson Corps. Nine Levels of intense mayhem in this multiple-weapon side-scrolling shoot-em up.",True,False,False,False,False,False,False,True,False
5598,Yoshi: Touch & Go,https://www.imdb.com/title/tt0476968/?ref_=adv_li_tt,2005.0,E,6.1,48.0,Help Yoshi protect baby Mario through out countless challenges to find Mario's family.,True,False,False,False,False,False,False,False,False
5599,The King of Fighters 2002: Unlimited Match,https://www.imdb.com/title/tt1704284/?ref_=adv_li_tt,2009.0,T,7.7,30.0,"This update to the original KoF 02 promises new content, updated mechanics and a bigger roster than ever before, to provide perhaps the definitive KoF game to date.",True,False,False,False,False,False,False,False,False
5600,Firefighter F.D.18,https://www.imdb.com/title/tt0404050/?ref_=adv_li_tt,2004.0,T,7.9,11.0,"When the fire broke out in the Tunnel of interstate 42, the firefighters along with Dean McGregor came to bring the situation under control by putting out the fires and rescuing all trapped... See full summary »",True,False,False,False,False,False,True,False,False
5601,Blood: The Last Vampire,https://www.imdb.com/title/tt1691830/?ref_=adv_li_tt,2000.0,,7.4,13.0,Add a Plot,True,False,False,False,False,False,False,False,False
5602,Sega Bass Fishing,https://www.imdb.com/title/tt2178140/?ref_=adv_li_tt,1999.0,E,6.2,35.0,Add a Plot,True,False,False,False,False,False,False,False,False
5603,Galaxy Game,https://www.imdb.com/title/tt1982112/?ref_=adv_li_tt,1971.0,,6.2,19.0,"Galaxy Game is a space combat arcade game developed in 1971 during the early era of video games. Created by Bill Pitts and Hugh Tuck, it was one of the first coin-operated video games; its ... See full summary »",True,False,False,False,False,False,False,True,False
5604,Digimon World 2003,https://www.imdb.com/title/tt6066638/?ref_=adv_li_tt,2002.0,E,8.0,42.0,Add a Plot,True,False,False,False,False,False,False,False,False
5605,Darkwing Duck,https://www.imdb.com/title/tt0353333/?ref_=adv_li_tt,1992.0,Not Rated,7.3,178.0,Video-game of the popular animated show.,True,False,True,False,True,False,False,False,False
5606,Blue Thunder,https://www.imdb.com/title/tt0370358/?ref_=adv_li_tt,1987.0,,4.6,14.0,Defend the city against terrorists with your high-tech helicopter. Based on the 1983 movie.,True,False,False,False,False,False,False,False,False
5607,Akira Psycho Ball,https://www.imdb.com/title/tt1270607/?ref_=adv_li_tt,2002.0,,7.6,10.0,A pinball video game based on the classic manga and anime film 'Akira'.,True,False,False,False,False,False,False,False,False
5610,Katamari Forever,https://www.imdb.com/title/tt1534340/?ref_=adv_li_tt,2009.0,E,8.0,67.0,"The King of All Cosmos hits his head and falls into a slumbering state of amnesia. Meanwhile, the Prince and his cousins build a robo-King to be his temporary replacement, but this new king... See full summary »",True,True,False,False,False,True,False,False,False
5611,Kaubôi bibappu,https://www.imdb.com/title/tt0965556/?ref_=adv_li_tt,1998.0,Not Rated,7.9,30.0,Add a Plot,True,True,False,False,False,False,False,True,False
5612,Need for Speed: Nitro,https://www.imdb.com/title/tt1708432/?ref_=adv_li_tt,2009.0,E10+,6.0,89.0,Add a Plot,True,True,False,True,False,False,False,False,False
5613,Dragon Spirit,https://www.imdb.com/title/tt2173982/?ref_=adv_li_tt,1987.0,,6.2,27.0,Add a Plot,True,False,False,False,False,True,False,False,False
5614,Double Dragon II: The Revenge,https://www.imdb.com/title/tt0299789/?ref_=adv_li_tt,1989.0,Unrated,7.2,71.0,"To avenge the loss of Marion, the martial arts duo ""The Double Dragons"" - Billy and Jimmy Lee is in the quest to defeat evil Shadow Warriors.",True,True,False,False,False,False,False,False,False
5615,Nobody Saves the World,https://www.imdb.com/title/tt18182758/?ref_=adv_li_tt,2022.0,,6.9,22.0,"Transform from a featureless nobody into a SLUG, a GHOST and a DRAGON in this new take on Action RPGs from the creators of Guacamelee. Discover 15+ distinct Forms, mix-and-match their abilities, and - SAVE THE WORLD!?",True,True,True,False,False,False,False,False,False
5618,Command & Conquer: Rivals,https://www.imdb.com/title/tt9510618/?ref_=adv_li_tt,2018.0,T,4.8,21.0,Add a Plot,True,False,False,False,False,False,False,True,False
5619,Fate/Extella Link,https://www.imdb.com/title/tt8496068/?ref_=adv_li_tt,2018.0,T,8.0,25.0,Add a Plot,True,True,False,False,False,True,False,False,False
5621,Sailor Moon: Another Story,https://www.imdb.com/title/tt10601680/?ref_=adv_li_tt,1995.0,,8.0,6.0,A Sailor Moon RPG set shortly after the third season and before the fourth. A new enemy begins to change destiny which includes reviving old enemies in an attempt to erase the Sailor senshi from existence.,True,True,False,False,False,False,False,False,False
5623,King of Fighters '99 Evolution,https://www.imdb.com/title/tt0277073/?ref_=adv_li_tt,2000.0,T,8.0,92.0,The sixth installment in the King of Fighter's series.,True,False,False,False,False,False,False,False,False
5624,Asterix,https://www.imdb.com/title/tt2904234/?ref_=adv_li_tt,1992.0,,7.3,85.0,Asterix is a horizontal-scrolling beat'em up arcade game by Konami. It is based on the French comic series Asterix and Obelix.,True,False,True,False,False,False,False,False,False
5625,"Warhammer 40,000: Dawn of War - Soulstorm",https://www.imdb.com/title/tt9741522/?ref_=adv_li_tt,2008.0,,7.6,57.0,"This game's plot centres in an imperium of man star system called Kaurava, the system is destabilised by a Warp Maelstrom which plunges the system further into Chaos, Many 'Warhammer 40,000... See full summary »",True,False,False,False,False,True,False,True,False
5626,Shinobido,https://www.imdb.com/title/tt1003055/?ref_=adv_li_tt,2005.0,,8.1,43.0,Shinobido has the player take the role of an amnesiac ninja who wakes to find himself lying on the bank of an unfamiliar river.,True,False,False,False,False,False,False,False,False
5627,Borderlands: The Pre-Sequel - Claptastic Voyage,https://www.imdb.com/title/tt5755794/?ref_=adv_li_tt,2015.0,,7.8,125.0,It is an add-on to Borderlands the pre-sequel,True,False,False,False,False,False,False,False,False
5628,Mass Effect 2: Lair of the Shadow Broker,https://www.imdb.com/title/tt15339378/?ref_=adv_li_tt,2010.0,M,8.9,70.0,"Liara T'Soni is tracking down the mysterious Shadow Broker, and no one is safe. She'll do anything to recover the man the Broker kidnapped - and the Shadow Broker's agents will do anything to stop her.",True,True,False,False,False,False,False,True,False
5629,Kung Fu Panda: Tales of Po,https://www.imdb.com/title/tt10620984/?ref_=adv_li_tt,2015.0,,8.1,10.0,Po and the furious five defend the Valley of Peace from dangerous villains trying to harm it and its people.,True,False,False,False,False,False,False,False,False
5631,Chex Quest 3,https://www.imdb.com/title/tt4112990/?ref_=adv_li_tt,2008.0,,7.5,10.0,"Ten years after the Chex Warrior zorched the last Flemoid from Chextropolis, a huge rift has opened in space, sending a giant slime-asteroid plunging toward the vital cereal-producing planet Ralston.",True,True,True,False,False,False,False,False,False
5632,Syndicate,https://www.imdb.com/title/tt0945399/?ref_=adv_li_tt,1993.0,,8.0,114.0,"As the world of today slipped into the future, multinational corporations grew in size and profit. They came into positions to own small countries and to exercise direct influence over the ... See full summary »",True,False,False,False,False,False,False,True,True
5633,Mass Effect 2: Arrival,https://www.imdb.com/title/tt15339414/?ref_=adv_li_tt,2011.0,M,7.9,46.0,Add a Plot,True,True,False,False,False,False,False,True,False
5634,MX vs. ATV Unleashed,https://www.imdb.com/title/tt1529306/?ref_=adv_li_tt,2005.0,,7.3,53.0,Add a Plot,True,False,False,False,False,False,False,False,False
5635,Tzar: The Burden of the Crown,https://www.imdb.com/title/tt9165972/?ref_=adv_li_tt,2000.0,,8.5,17.0,A boy abruptly learns his true origin and must save the world from the forces of evil.,True,False,False,False,False,False,False,False,False
5636,The Gunstringer,https://www.imdb.com/title/tt1966598/?ref_=adv_li_tt,2011.0,T,7.1,25.0,Add a Plot,True,False,True,False,False,True,False,False,False
5638,Unreal Championship,https://www.imdb.com/title/tt0362267/?ref_=adv_li_tt,2002.0,,7.5,50.0,Add a Plot,True,False,False,False,False,False,False,True,False
5639,The King of Fighters 2001,https://www.imdb.com/title/tt0314276/?ref_=adv_li_tt,2001.0,T,7.5,105.0,Add a Plot,True,False,False,False,False,False,False,False,False
5641,.hack//G.U. Vol.2//Reminisce,https://www.imdb.com/title/tt0929249/?ref_=adv_li_tt,2006.0,T,7.1,42.0,Add a Plot,True,True,False,False,False,False,False,False,False
5642,The Lord of the Rings: Vol. I,https://www.imdb.com/title/tt0406041/?ref_=adv_li_tt,1990.0,,6.6,28.0,Add a Plot,True,False,False,False,False,True,False,False,False
5643,Demolition Racer,https://www.imdb.com/title/tt0277669/?ref_=adv_li_tt,1999.0,E,8.2,44.0,"Demolition Racer is the perfect antidote for ""civilized"" racing games, The object of this game is not only to win the race, but to destroy the other race cars on the way to victory.",True,True,False,False,True,False,False,False,False
5645,Super Street Fighter II Turbo HD Remix,https://www.imdb.com/title/tt5861566/?ref_=adv_li_tt,2008.0,,7.3,85.0,"All new 1080p high-definition art for Street Fighter characters and backgrounds created by Udon Entertainment, creators of the Street Fighter comic booksFeatures all 17 of the original",True,False,False,True,False,True,False,False,False
5649,Snowboard Kids,https://www.imdb.com/title/tt5466092/?ref_=adv_li_tt,1997.0,K-A,7.7,44.0,"A racing game where you control one of five cutesy snowboarders competing against each other. Being a snowboarding game, each track is a downhill slalom with a ski lift at the bottom which ... See full summary »",True,False,False,False,False,False,False,False,False
5652,N+,https://www.imdb.com/title/tt1213594/?ref_=adv_li_tt,2008.0,E10+,8.0,36.0,"You are a ninja, skilled in the art of collecting gold, ninja flips and wall jumps, and avoiding the ninja's other mortal enemy, the robot. Dodge the mines, leap past lasers, and dive past machine guns in your eternal dash towards the exit.",True,True,False,False,False,False,False,False,False
5653,Fighters Destiny,https://www.imdb.com/title/tt5452180/?ref_=adv_li_tt,1998.0,T,6.6,13.0,"Fight different fighters, wrestlers and martial artists where you get points on how you defeat them.",True,False,False,False,False,False,False,False,False
5654,Black Rose Valkyrie,https://www.imdb.com/title/tt6033592/?ref_=adv_li_tt,2016.0,T,8.9,19.0,Add a Plot,True,False,False,False,False,False,False,False,False
5655,Night Warriors: Darkstalkers' Revenge,https://www.imdb.com/title/tt5915462/?ref_=adv_li_tt,1995.0,T,7.5,55.0,Sequel to the original Darkstalkers with the addition of improved features and two new characters joining the cast who are Monster Hunters.,True,False,False,False,False,False,False,False,False
5657,Aliens vs. Pinball,https://www.imdb.com/title/tt5812596/?ref_=adv_li_tt,2016.0,E10+,8.6,99.0,"Zen Pinball features hit tables based on some of the biggest brands in entertainment, including Marvel Comics, Star Wars, ALIEN, The Walking Dead and more, Zen Pinball is your go-to place for all of your pinball cravings.",True,False,False,False,False,False,False,True,False
5659,Jurassic Park,https://www.imdb.com/title/tt6520774/?ref_=adv_li_tt,1993.0,,6.4,25.0,"Biosyn is not featured in the Game Boy version. The player controls Grant, whose vehicle at Jurassic Park has stopped functioning as the result of an intentional power outage. Grant moves ... See full summary »",True,True,False,False,False,False,False,True,False
5660,Renegade,https://www.imdb.com/title/tt0316483/?ref_=adv_li_tt,1986.0,Unrated,7.5,43.0,Renegade is a side-scrolling beat-'em-up developed by Technos Japan and distributed by Taito for the arcades in 1986. The player controls a street brawler who must face four different gangs... See full summary »,True,False,False,True,False,False,False,False,False
5661,Worms Reloaded,https://www.imdb.com/title/tt8955116/?ref_=adv_li_tt,2010.0,,6.6,30.0,Ten years on from Worms Armageddon and the turn-based comic mayhem continues in Worms Reloaded.,True,False,False,False,False,False,False,False,False
5662,Infectonator: Survivors,https://www.imdb.com/title/tt9580796/?ref_=adv_li_tt,2016.0,,7.5,13.0,"When their car breaks down in a zombie apocalypse, a group of people must fight to the last to survive the brain-eating monsters.",True,False,False,False,False,False,False,False,True
5663,MissionForce: CyberStorm,https://www.imdb.com/title/tt0403308/?ref_=adv_li_tt,1996.0,,7.7,14.0,Isometric turn-based strategy game set in the dystopian futuristic Earthsiege universe. A private military company orders the player to command units of mechs piloted by enslaved clones BioDerms to stop the man-made robotic Cybrids.,True,False,False,False,False,False,False,True,False
5664,Inuyasha: The Secret of the Cursed Mask,https://www.imdb.com/title/tt0443553/?ref_=adv_li_tt,2004.0,T,7.8,67.0,"While preparing for the annual Festival of Dolls at the family shrine, Kururugi (either male Michiru or female Kaname, or you can change the first name of the character) falls through a ... See full summary »",True,True,True,False,False,False,False,False,False
5665,Assault Rigs,https://www.imdb.com/title/tt5112784/?ref_=adv_li_tt,1996.0,K-A,6.2,7.0,Add a Plot,True,False,False,False,False,False,False,True,False
5666,Prodeus,https://www.imdb.com/title/tt14637584/?ref_=adv_li_tt,2020.0,M,6.8,5.0,"Prodeus is the first person shooter of old, re-imagined using modern rendering techniques, It reaches the quality you expect from a AAA experience while adhering to some of the aesthetic technical limits of older hardware.",True,True,False,False,False,False,False,False,False
5667,Road Rash 64,https://www.imdb.com/title/tt0282908/?ref_=adv_li_tt,1999.0,T,7.9,58.0,"Illegally race against your opponents on motorcycles, using any means possible to get in first place.",True,True,False,False,False,False,False,False,False
5669,Kirby's Blowout Blast,https://www.imdb.com/title/tt7082216/?ref_=adv_li_tt,2017.0,E,6.8,12.0,Have a blast inhaling foes and blowing them away in 3D environments across 25+ stages. Inhale enough enemies and you can launch one huge Blaster Bullet capable of wiping out a troop of Waddle Dees.,True,True,False,False,True,False,False,False,False
5670,RoboCop,https://www.imdb.com/title/tt0302975/?ref_=adv_li_tt,1988.0,Unrated,6.8,204.0,"Originally designed for the arcade, and ported for home computer, RoboCop fights his way through the criminal underworld of Detroit in a side-scrolling beat 'em up/run-and-gun video game, with first-person shooter and puzzle mini-games.",True,True,False,True,False,False,False,False,False
5672,Zombeer,https://www.imdb.com/title/tt3579336/?ref_=adv_li_tt,2014.0,,5.1,17.0,"In a world full of zombies the only way to stay alive, is to stay drunk.",True,False,True,False,False,False,False,False,False
5673,Ninja: Shadow of Darkness,https://www.imdb.com/title/tt0376008/?ref_=adv_li_tt,1998.0,,7.2,35.0,A ninja living in Feudal Japan goes on a mission to save the world from dark forces.,True,True,False,False,False,True,False,False,False
5675,Devastation,https://www.imdb.com/title/tt0404911/?ref_=adv_li_tt,2003.0,,7.0,24.0,Add a Plot,True,False,False,False,False,False,False,False,False
5676,Lufia: The Legend Returns,https://www.imdb.com/title/tt12420274/?ref_=adv_li_tt,2001.0,E,6.4,5.0,"Sequel to Lufia and the Fortress of Doom. A descendant of Maxim, Wain goes on a journey to defeat the four Sinistrals in the random generated dungeon RPG.",True,True,False,False,False,True,False,False,False
5681,Mega Man Zero/ZX Legacy Collection,https://www.imdb.com/title/tt10879724/?ref_=adv_li_tt,2020.0,T,8.4,17.0,"In this newest Legacy Collection of the Mega Man franchise are the Mega Man Zero and Mega Man ZX series rolled into one package, a six game set that is loaded with new features and extras that were not part of the original release.",True,True,False,False,False,False,False,True,False
5682,E.V.O.: Search for Eden,https://www.imdb.com/title/tt0332015/?ref_=adv_li_tt,1992.0,,8.2,48.0,2D platform game where you play a primitive creature that must eat other creatures to evolve and reach the next level or era of life on Earth. Start as a fish-like thing and become a dinosaur or a human. The game has several joke endings.,True,True,True,False,False,False,False,False,False
