Unnamed: 0,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
5683,Devil's Hunt,https://www.imdb.com/title/tt10988976/?ref_=adv_li_tt,2019.0,,4.2,13.0,"Making a deal with the devil, Desmond gains demonic powers, becoming the hell's executor in the fight between light and darkness, during a war between Angels and Demons.",True,True,False,False,False,False,False,True,False
5684,Ghost in the Shell: Stand Alone Complex,https://www.imdb.com/title/tt1308130/?ref_=adv_li_tt,2005.0,T,7.5,14.0,A Playstation Portable game based on the hit series Ghost in the Shell: Stand Alone Complex.,True,False,False,True,False,False,True,False,False
5685,Iron Storm,https://www.imdb.com/title/tt0962569/?ref_=adv_li_tt,2002.0,M,6.6,28.0,"The year is 1964, and World War I still continues. The Russian Baron von Ugenberg conquered Mongolia in an uprising following the Russian Revolution. The alternate timeline began when he ... See full summary »",True,True,False,False,False,False,False,False,False
5686,Rollcage Stage II,https://www.imdb.com/title/tt0282919/?ref_=adv_li_tt,2000.0,E,6.5,24.0,"This sequel to Rollcage can be considered as Wipeout on wheels, The game allows you to power your vehicle down tunnels at blistering speeds, riding upside down on the roof if need be, and blast your fellow competitors to smithereens.",True,True,False,False,True,False,False,False,False
5687,MX vs ATV: Alive,https://www.imdb.com/title/tt11579084/?ref_=adv_li_tt,2011.0,E,4.5,15.0,Add a Plot,True,False,False,False,False,False,False,False,False
5688,Tribes: Vengeance,https://www.imdb.com/title/tt15216310/?ref_=adv_li_tt,2004.0,T,7.4,5.0,Add a Plot,True,True,False,False,False,False,False,True,False
5689,Dragon Age: Origins - Witch Hunt,https://www.imdb.com/title/tt15340616/?ref_=adv_li_tt,2010.0,M,7.8,20.0,The Grey Warden seeks the whereabouts of a powerful witch.,True,True,False,False,False,True,False,False,False
5690,Drakan: Order of the Flame,https://www.imdb.com/title/tt0406721/?ref_=adv_li_tt,1999.0,,8.5,69.0,Add a Plot,True,True,False,False,False,True,False,False,False
5691,Blue Reflection,https://www.imdb.com/title/tt6693754/?ref_=adv_li_tt,2017.0,T,7.4,22.0,"A clear summer sky spreads over the Hoshinomiya Girls' High School. This story begins with the belated start of school life for Hinako Shirai, who has just recovered from a leg injury due ... See full summary »",True,True,False,False,False,False,False,False,False
5692,Chex Quest HD,https://www.imdb.com/title/tt12350750/?ref_=adv_li_tt,2020.0,E10+,6.4,5.0,"Travel to the remote planet of Bazoik to free galactic citizens from the evil cereal-eating Flemoids. Venture deep into the caverns of Bazoik, using an array of ""zorching"" devices to send these nefarious foes back to their home dimension.",True,True,True,False,False,False,False,False,False
5693,Fatal Labyrinth,https://www.imdb.com/title/tt2308832/?ref_=adv_li_tt,1991.0,,5.0,23.0,You must save a fantasy world from a villainous dragon.,True,True,False,False,False,True,False,False,False
5694,Punch Ball Mario Bros.,https://www.imdb.com/title/tt3410580/?ref_=adv_li_tt,1984.0,,6.2,18.0,Add a Plot,True,False,False,False,False,False,False,False,False
5695,Badiya: Desert Survival,https://www.imdb.com/title/tt10698518/?ref_=adv_li_tt,2016.0,,4.8,25.0,Badiya is a Sandbox Survival RPG set in the WWI era desert lands. Badiya challenges you to brave the sands and thrive in a time where old traditions face the onslaught of industrialization.,True,True,False,False,False,False,False,False,False
5696,Viva Piñata: Party Animals,https://www.imdb.com/title/tt1672186/?ref_=adv_li_tt,2007.0,E,6.3,31.0,Add a Plot,True,False,False,False,False,False,False,False,False
5699,Digimon World 2,https://www.imdb.com/title/tt6066594/?ref_=adv_li_tt,2000.0,E,7.3,22.0,Add a Plot,True,False,False,False,False,False,False,False,False
5700,Bomberman '94,https://www.imdb.com/title/tt11207726/?ref_=adv_li_tt,1993.0,,6.1,12.0,Add a Plot,True,False,False,False,False,False,False,False,False
5703,Zatch Bell!: Mamodo Battles,https://www.imdb.com/title/tt0829214/?ref_=adv_li_tt,2005.0,T,7.8,26.0,Add a Plot,True,False,False,False,False,True,True,False,False
5704,Thunder Force III,https://www.imdb.com/title/tt0856823/?ref_=adv_li_tt,1990.0,K-A,7.8,41.0,The famous shoot'em up series Thunder Force reaches its third installment. 8 new levels of non-stop action packed with gargantuan bosses.,True,True,False,False,False,True,False,False,False
5707,Magicka,https://www.imdb.com/title/tt3481080/?ref_=adv_li_tt,2011.0,T,6.7,119.0,Add a Plot,True,True,False,False,False,True,False,False,False
5709,Airfix: Dogfighter,https://www.imdb.com/title/tt5733718/?ref_=adv_li_tt,2000.0,,7.3,7.0,Add a Plot,True,False,False,False,False,False,False,False,False
5710,Lego Legends of Chima: Laval's Journey,https://www.imdb.com/title/tt2973458/?ref_=adv_li_tt,2013.0,E10+,6.0,21.0,Add a Plot,True,False,False,False,False,False,False,False,False
5712,Growl,https://www.imdb.com/title/tt2367902/?ref_=adv_li_tt,1991.0,,6.2,29.0,"Growl, known in Japan as Runark, is a belt-scrolling beat'em up originally released for the arcades by Taito. In the anachronistic early 20th century Indiana Jones and Hulk Hogan-lookalikes fight poachers and rescue animals from aliens.",True,True,False,False,False,False,False,True,False
5713,Granblue Fantasy,https://www.imdb.com/title/tt4105184/?ref_=adv_li_tt,2014.0,,8.1,10.0,Add a Plot,True,True,False,False,False,True,False,False,False
5714,Scramble,https://www.imdb.com/title/tt2119510/?ref_=adv_li_tt,1981.0,,6.4,34.0,Add a Plot,True,False,False,False,False,False,False,True,False
5715,Showdown: Legends of Wrestling,https://www.imdb.com/title/tt0458478/?ref_=adv_li_tt,2004.0,T,6.3,46.0,Showdown Legends of Wrestling features a Tremendous Roster of the best Wrestling Legends from the 70s 80s and late 9os the game play is fun easy to learn. There's tons of modes and Match ... See full summary »,True,False,False,False,False,False,False,False,False
5716,Superman,https://www.imdb.com/title/tt0297415/?ref_=adv_li_tt,1979.0,Unrated,5.0,68.0,"Superman must repair the bridge in Metropolis that has been destroyed by Lex Luthor, capture Luthor and his criminal underlings, enter a phonebooth to turn back into Clark Kent and then ... See full summary »",True,True,False,False,False,False,False,True,False
5719,Guilty Gear Xrd: Revelator,https://www.imdb.com/title/tt5521196/?ref_=adv_li_tt,2016.0,T,6.9,39.0,"Set in 2187, Guilty Gear Xrd cycles through multiple characters story-lines in arcade fighting in Network Mode, Battle Mode, Practice Mode, and Story Mode.",True,False,False,False,False,True,False,True,False
5720,Dodgem,https://www.imdb.com/title/tt2051866/?ref_=adv_li_tt,1979.0,,4.1,9.0,Add a Plot,True,False,False,False,False,False,False,False,False
5725,Disaster Report,https://www.imdb.com/title/tt0424579/?ref_=adv_li_tt,2002.0,T,7.6,43.0,"In 2004, the government announced the successful creation of Stiver Island, an artificial island off the coast built as a test for creating islands all over the world. One year later, Keith... See full summary »",True,False,False,False,False,False,False,False,False
5727,Battle Arena Toshinden 3,https://www.imdb.com/title/tt0208721/?ref_=adv_li_tt,1996.0,T,6.7,34.0,The third Battle Arena Toshinden video game.,True,False,False,False,False,False,False,False,False
5728,Wonder Boy III: Monster Lair,https://www.imdb.com/title/tt2264992/?ref_=adv_li_tt,1988.0,E,6.7,36.0,"The monsters are attacking the quiet town of Xenobia, Guide Leo and Priscilla to wipe out the monsters using the Legendary Weapons.",True,True,False,False,False,True,False,False,False
5729,BladeStorm: Hundred Years War,https://www.imdb.com/title/tt0892039/?ref_=adv_li_tt,2007.0,T,7.0,38.0,"The game opens with a scene showing two anonymous mercenaries fighting each other during a clash between French and English troops. They converse as they fight, setting the tone of the game... See full summary »",True,False,False,False,True,True,False,False,False
5730,Trapt,https://www.imdb.com/title/tt0819725/?ref_=adv_li_tt,2005.0,M,8.2,476.0,"While Allura (Alicia in the original Japanese version), the princess and daughter of King Olaf and his servants visits the grave of Allura's real mother, King Olaf was struck by a single ... See full summary »",True,False,False,True,False,True,False,False,False
5731,Chrono Cross: The Radical Dreamers Edition,https://www.imdb.com/title/tt18245798/?ref_=adv_li_tt,2022.0,T,6.9,14.0,"A remastered edition of Chrono Cross and for the first time ever in North America, Radical Dreamers.",True,True,False,False,False,True,False,False,False
5732,Space Harrier,https://www.imdb.com/title/tt0371244/?ref_=adv_li_tt,1985.0,,7.1,128.0,Add a Plot,True,False,False,False,False,False,False,True,False
5735,Fire Emblem: Thracia 776,https://www.imdb.com/title/tt7468128/?ref_=adv_li_tt,1999.0,,6.9,13.0,"In this side-story to Genealogy of the Holy War, Leif, the prince of Leonster, must free his kingdom when it is taken over by the Dukedom of Friege.",True,True,False,False,False,False,False,False,False
5736,Star Fox Guard,https://www.imdb.com/title/tt5565058/?ref_=adv_li_tt,2016.0,E10+,7.4,32.0,"The war with Andross rages on in the Lylat system, plaguing the galaxy. Yet, even in this time of war, one mining company begins to grow, finding and selling precious metals. As mysterious ... See full summary »",True,False,False,False,False,False,False,False,False
5737,Disaster: Day of Crisis,https://www.imdb.com/title/tt1293549/?ref_=adv_li_tt,2008.0,,7.9,41.0,"When Ray and his partner Steve Hewitt were performing a routine rescue mission near the dormant volcano Mt. Aguilas, tragedy struck when the volcano unexpectedly erupted. During their ... See full summary »",True,True,False,False,False,False,False,False,True
5738,Turbo Dismount,https://www.imdb.com/title/tt14651096/?ref_=adv_li_tt,2014.0,E10+,6.2,9.0,"Turbo Dismount is a kinetic tragedy about Mr. Dismount and the cars who love him, It is the official sequel to the wildly popular and immensely successful personal impact simulator, Stair Dismount.",True,True,True,False,False,False,False,False,False
5740,Outtrigger,https://www.imdb.com/title/tt1064791/?ref_=adv_li_tt,1999.0,T,7.1,12.0,"In Outtrigger you play a member of the ""International Counter-terrorism Special Force (Interforce)"", formed by ""Visitaria"", a multi-national company for military and space products. Your goal is to defend against terrorist attacks.",True,False,False,False,False,False,False,False,False
5741,ClayFighter,https://www.imdb.com/title/tt3681484/?ref_=adv_li_tt,1993.0,T,6.6,152.0,Add a Plot,True,False,False,False,False,False,False,False,False
5743,Young Indiana Jones and the Instruments of Chaos,https://www.imdb.com/title/tt1403104/?ref_=adv_li_tt,1994.0,,5.4,34.0,"It's WWI and the Germans are building their war machine, as Young Indy you have to stop them.",True,True,False,False,False,False,False,False,True
5744,Dragon Quest X: Awakening of the Five Tribes,https://www.imdb.com/title/tt2308980/?ref_=adv_li_tt,2012.0,,5.2,11.0,Add a Plot,True,True,False,False,True,False,False,False,False
5746,Rampage 2: Universal Tour,https://www.imdb.com/title/tt0304617/?ref_=adv_li_tt,1999.0,T,7.6,108.0,"George, Lizzie, and Ralph have been captured for the whole world to see, now it's up to a new generation of monsters to rescue them. They are not out to destroy only the world this time, but the entire universe.",True,False,True,False,False,True,False,False,False
5748,Star Wars Batlefront: Elite Squadron,https://www.imdb.com/title/tt7446944/?ref_=adv_li_tt,2009.0,T,6.9,51.0,"Twin clones of a Jedi fight throughout the Clone Wars and Galactic Civil War, and are forced along polar opposite paths.",True,True,False,False,False,True,False,False,False
5749,American Fugitive,https://www.imdb.com/title/tt10698536/?ref_=adv_li_tt,2019.0,,6.2,35.0,"Framed for your father's murder, you'll need to do whatever it takes to unveil the real culprit. Tackle thrilling missions for the criminal underworld - just don't let the cops track you down.",True,True,False,True,False,False,False,False,False
5752,Rolling Thunder 2,https://www.imdb.com/title/tt2444678/?ref_=adv_li_tt,1991.0,E,7.0,25.0,"A terrorist group has taken out the world information flow and you must stop them using your weapons that pack more of a punch than your ordinary hand gun, Are you really for Rolling Thunder 2?",True,False,False,False,True,False,False,True,False
5754,Growlanser II: The Sense of Justice,https://www.imdb.com/title/tt0442782/?ref_=adv_li_tt,2001.0,T,8.8,40.0,"As the three neighboring kingdoms of Rolandia, Burnstein, and Ranzack try to construct a new era of peace after a devastating war, a small squad of Burnstein knights, headed by young Wein ... See full summary »",True,True,False,False,False,False,False,False,False
5755,C: The Contra Adventure,https://www.imdb.com/title/tt0782031/?ref_=adv_li_tt,1998.0,T,6.6,12.0,"A meteorite with an alien infestation falls towards Earth near a Mayan temple in South America. The temple is soon occupied by aliens staging an invasion, and the natives soon disappear and... See full summary »",True,True,False,False,False,False,False,False,False
5756,Burnout,https://www.imdb.com/title/tt0815121/?ref_=adv_li_tt,2001.0,E,6.8,137.0,It's the first in a series of high-speed racing games noted for over-the-top crashes and high-risk gameplay mechanics.,True,False,False,True,False,False,False,False,False
5757,Earthworm Jim: Menace 2 the Galaxy,https://www.imdb.com/title/tt0413979/?ref_=adv_li_tt,1999.0,E,6.7,28.0,Add a Plot,True,False,False,False,False,False,False,True,False
5758,Redline: Gang Warfare 2066,https://www.imdb.com/title/tt2137229/?ref_=adv_li_tt,1999.0,,7.3,6.0,Add a Plot,True,False,False,False,False,False,False,False,False
5759,Bombshell,https://www.imdb.com/title/tt3733302/?ref_=adv_li_tt,2016.0,,7.0,10.0,"Bombshell is a top-down action game developed by Interceptor Entertainment and published by 3D Realms. The game was released on January 29, 2016 for Microsoft Windows, with PlayStation 4 ... See full summary »",True,False,False,False,False,False,False,True,False
5761,Rugrats: Scavenger Hunt,https://www.imdb.com/title/tt1404405/?ref_=adv_li_tt,1999.0,,5.2,47.0,Grandpa Lou has a booklet that lists 3 fun games for the characters to play.,True,False,False,False,False,False,False,False,False
5762,I.M. Meen,https://www.imdb.com/title/tt5657058/?ref_=adv_li_tt,1995.0,,6.6,8.0,"Evil librarian I.M. Meen, who hates kids and learning, has placed you, his latest kid victim, into his dungeon maze. Over the course of 36 levels, fight various monsters, correct pages of misspelled text and save other kids there.",True,True,False,False,True,False,False,False,False
